transfer,player,age,season,matches_played,play_proportion,raw_goals,raw_assists,raw_nonpenaltykick_goal,total_pass_attempts,Total_Cmp.,Total_Passes_Leading_to_Shot,Cmp_Passes_18_yard_box,prog_dist_per_pass,Shot_Creating_Actions,def_action_to_shot,goal_creating_action,takeon_to_goal,prog_dist_per_carry,Progressive_Passes_Received,TakeOn_Attempts,TakeOn_Success_Percentage,tackle_ratio,Shot_Blocks,Pass_Blocks,Clearances,Aerial_Win_Percentage,aerials_total,FW,MF,DF,90minutes
0,Paweł Jaroszyński,24,2019-2020,32,0.914,0.0,0.033,0.0,65.105,0.832,0.398,0.53,86.658,0.994,0.0,0.133,0.0,125.476,0.331,0.63,0.842,0.594,0.497,0.597,3.58,0.581,2.851,0,0,1,30.167
0,Slobodan Rajković,30,2019-2020,12,0.75,0.0,0.0,0.0,57.217,0.807,0.0,0.368,74.811,0.614,0.123,0.123,0.0,102.1,0.123,0.123,1.0,0.636,0.491,0.123,1.719,0.606,4.052,0,0,1,8.144
0,Luca Antei,27,2019-2020,15,0.789,0.0,0.0,0.0,42.663,0.801,0.595,0.255,87.923,1.785,0.0,0.085,0.0,95.308,1.19,0.17,0.0,0.75,0.34,0.68,3.909,0.641,3.314,0,0,1,11.767
0,Samuele Ricci,17,2019-2020,28,0.824,0.0,0.0,0.0,53.385,0.85,0.872,0.462,41.121,2.923,0.051,0.154,0.0,76.679,1.538,1.077,0.762,0.694,0.205,0.872,1.077,0.519,1.385,0,1,0,19.5
0,Pasquale Fazio,30,2019-2020,21,0.7,0.0,0.0,0.0,45.612,0.823,0.44,0.343,85.965,0.93,0.0,0.049,0.0,236.6,1.126,0.489,0.2,0.73,0.783,0.538,3.475,0.491,2.594,0,0,1,20.433
0,Antonio Caracciolo,29,2019-2020,30,0.882,0.0,0.0,0.0,44.608,0.78,0.171,0.171,86.27,0.648,0.034,0.068,0.0,110.833,0.307,0.41,0.833,0.621,0.785,0.58,4.676,0.628,4.13,0,0,1,29.3
0,Filippo De Col,25,2019-2020,10,0.667,0.0,0.0,0.0,58.752,0.67,1.033,1.808,75.133,2.582,0.0,0.0,0.0,44.312,5.552,0.387,0.667,0.333,0.129,0.129,1.808,0.588,2.195,0,0,1,7.744
0,Alessandro Mallamo,20,2019-2020,28,0.824,0.09,0.0,0.09,27.786,0.841,0.768,0.316,34.429,2.44,0.045,0.181,0.0,33.472,3.524,2.485,0.491,0.733,0.045,1.039,0.813,0.196,2.078,0,1,0,22.133
0,Davide Diaw,27,2019-2020,35,0.972,0.405,0.125,0.343,18.867,0.605,0.998,0.312,26.6,3.181,0.062,0.468,0.031,24.441,8.295,2.775,0.461,0.765,0.094,1.435,1.372,0.51,7.952,1,0,0,32.067
0,Luca Fiordilino,23,2019-2020,35,1.0,0.0,0.0,0.0,57.754,0.845,0.769,0.769,39.382,2.615,0.123,0.246,0.0,63.235,1.385,1.477,0.688,0.759,0.431,0.615,1.354,0.434,1.631,0,1,0,32.5
0,Andrija Balić,21,2019-2020,10,0.556,0.0,0.153,0.0,44.618,0.801,0.611,0.306,41.393,1.528,0.0,0.153,0.0,66.429,1.07,1.375,0.889,0.5,0.153,0.611,0.764,0.556,1.375,0,1,0,6.544
0,Franco Zuculini,28,2019-2020,18,0.545,0.0,0.177,0.0,43.451,0.729,0.885,1.062,27.986,1.947,0.088,0.265,0.0,39.524,3.894,2.389,0.556,0.681,0.177,0.708,0.796,0.45,1.77,0,1,0,11.3
0,Samuel Armenteros,29,2019-2020,23,0.767,0.459,0.184,0.459,21.949,0.707,1.01,0.551,19.15,2.296,0.0,0.276,0.0,28.053,7.806,3.765,0.561,0.167,0.0,0.276,0.276,0.372,3.949,1,0,0,10.889
0,Raffaele Schiavi,33,2019-2020,9,0.31,0.0,0.0,0.0,39.023,0.788,0.527,0.352,307.833,1.055,0.0,0.0,0.0,214.0,0.0,0.352,0.5,0.5,0.352,0.176,4.57,0.741,4.746,0,0,1,5.689
0,Andrea Paolucci,32,2019-2020,34,1.0,0.031,0.062,0.031,49.116,0.729,1.212,0.963,47.831,2.765,0.031,0.155,0.0,49.373,2.019,0.901,0.621,0.624,0.28,1.212,1.615,0.475,1.833,0,1,0,32.189
0,Simone Calvano,26,2019-2020,18,0.621,0.075,0.0,0.075,40.684,0.723,0.601,0.525,48.214,1.426,0.15,0.075,0.0,105.375,0.45,0.525,0.857,0.654,0.751,0.3,2.252,0.517,4.504,0,1,0,13.322
0,Marco Pinato,24,2019-2020,27,0.794,0.124,0.31,0.124,38.713,0.597,1.92,1.301,32.128,3.593,0.062,0.434,0.0,27.174,4.46,1.487,0.417,0.75,0.557,1.363,1.239,0.516,5.76,0,1,0,16.144
0,Moustapha Seck,23,2019-2020,11,0.786,0.0,0.0,0.0,43.619,0.69,1.018,0.582,53.708,1.454,0.0,0.0,0.0,53.0,4.943,1.745,0.333,0.737,0.0,1.163,1.163,0.5,1.454,0,1,1,6.878
0,Fabio Mazzeo,36,2019-2020,12,0.48,0.124,0.0,0.124,27.769,0.661,1.24,0.372,25.812,2.107,0.0,0.0,0.0,28.286,4.835,0.248,0.5,0.5,0.0,0.124,0.62,0.273,4.091,1,0,0,8.067
0,Andrea Bussaglia,22,2019-2020,13,0.406,0.0,0.145,0.0,32.846,0.577,1.302,0.289,23.958,2.026,0.0,0.145,0.0,38.0,5.354,0.723,0.4,0.556,0.145,2.026,0.723,0.471,2.46,0,1,0,6.911
0,Riccardo Fiamozzi,26,2019-2020,17,1.0,0.0,0.188,0.0,75.229,0.784,1.252,1.815,65.449,2.691,0.0,0.25,0.0,57.5,4.757,1.252,0.4,0.625,0.313,0.501,1.815,0.348,1.439,0,0,1,15.978
0,Mardochee Nzita,19,2019-2020,11,0.297,0.0,0.0,0.0,48.957,0.776,0.452,0.905,75.214,1.357,0.0,0.113,0.0,67.25,2.827,0.678,0.333,0.538,0.452,1.47,1.809,0.25,1.809,0,0,1,8.844
0,Christian Capone,20,2019-2020,20,0.541,0.183,0.0,0.183,34.552,0.761,1.466,0.642,32.032,3.116,0.092,0.092,0.0,32.333,8.982,1.466,0.5,0.688,0.092,0.733,0.367,0.125,2.2,1,1,0,10.911
0,Ahmad Benali,27,2019-2020,28,0.966,0.267,0.038,0.267,57.626,0.829,1.219,1.485,33.123,3.237,0.076,0.419,0.038,42.706,6.589,0.838,0.5,0.528,0.152,0.609,0.762,0.492,2.323,0,1,0,26.256
0,Manuel Pucciarelli,28,2019-2020,17,0.586,0.321,0.214,0.321,29.964,0.796,1.177,0.535,25.682,2.568,0.0,0.428,0.107,28.133,6.742,1.284,0.417,0.3,0.107,0.749,0.428,0.214,2.996,1,1,0,9.344
0,Diego Falcinelli,28,2019-2020,25,0.735,0.191,0.0,0.128,20.872,0.7,0.574,0.383,23.429,1.851,0.0,0.064,0.0,27.857,6.766,1.979,0.452,0.4,0.191,0.319,1.021,0.274,6.064,1,1,0,15.667
0,Jean-Claude Billong,25,2019-2020,11,0.478,0.0,0.0,0.0,63.93,0.907,0.096,0.0,286.235,0.383,0.0,0.096,0.0,2093.0,0.0,0.288,1.0,0.867,0.958,0.288,3.642,0.682,2.109,0,0,1,10.433
0,Guillaume Gigliotti,29,2019-2020,20,0.625,0.0,0.052,0.0,70.618,0.848,0.52,0.624,50.763,1.871,0.0,0.104,0.0,109.357,0.572,0.208,0.75,0.731,0.416,0.26,2.806,0.645,3.222,0,0,1,19.244
0,Tomislav Gomelt,24,2019-2020,17,0.447,0.2,0.0,0.2,74.165,0.784,1.604,0.802,36.781,3.608,0.0,0.0,0.0,63.625,3.207,1.604,0.5,0.667,0.401,1.002,0.802,0.526,3.808,0,1,0,4.989
0,Marius Marin,20,2019-2020,29,0.853,0.043,0.128,0.043,32.735,0.717,0.808,0.638,39.941,1.956,0.0,0.255,0.0,42.744,2.721,1.701,0.65,0.672,0.468,1.488,2.253,0.478,2.933,0,1,0,23.522
0,Antonio Balzano,33,2019-2020,10,0.909,0.0,0.13,0.0,64.323,0.794,0.648,1.297,64.615,1.686,0.0,0.259,0.0,48.562,2.983,0.778,0.333,0.467,0.389,0.13,1.686,0.5,1.556,0,0,1,7.711
0,Federico Dionisi,32,2019-2020,31,0.939,0.484,0.088,0.308,24.326,0.606,1.1,1.056,21.474,3.871,0.132,0.22,0.0,26.475,9.809,2.243,0.451,0.652,0.132,0.748,0.484,0.337,3.651,1,0,0,22.733
0,Andrija Novakovich,22,2019-2020,33,0.917,0.17,0.213,0.17,17.66,0.675,1.191,0.085,22.63,2.809,0.0,0.468,0.085,23.4,6.426,1.83,0.628,0.5,0.043,0.213,0.681,0.472,7.489,1,0,0,23.5
0,Fabrizio Melara,33,2019-2020,12,0.333,0.0,0.196,0.0,31.5,0.665,0.978,0.783,94.143,1.957,0.0,0.391,0.0,28.462,6.065,2.543,0.462,0.625,0.0,0.978,0.978,0.286,1.37,1,1,0,5.111
0,Felice Evacuo,36,2019-2020,19,0.704,0.272,0.136,0.272,19.849,0.623,0.272,0.136,27.25,1.36,0.136,0.272,0.0,34.5,4.758,0.136,0.0,0.667,0.136,0.136,1.088,0.446,10.06,1,0,0,7.356
0,Nikola Ninković,24,2019-2020,31,1.0,0.378,0.294,0.336,47.899,0.692,2.647,1.387,33.861,4.916,0.042,0.63,0.042,34.531,6.555,2.059,0.612,0.5,0.0,0.546,0.21,0.313,1.345,1,1,0,23.8
0,Moses Odjer,22,2019-2020,22,0.611,0.0,0.0,0.0,38.753,0.723,1.464,0.781,42.426,3.124,0.0,0.293,0.0,41.944,2.733,0.488,0.6,0.533,0.293,0.586,0.976,0.68,2.44,0,1,0,10.244
0,Marcello Trotta,26,2019-2020,27,0.871,0.413,0.0,0.413,21.606,0.666,0.688,0.344,27.458,2.546,0.0,0.275,0.138,25.88,7.706,1.445,0.714,0.727,0.069,0.619,0.894,0.4,3.784,1,1,0,14.533
0,Matteo Brunori,24,2019-2020,10,0.556,0.0,0.167,0.0,18.569,0.613,1.004,0.502,25.556,1.338,0.0,0.335,0.167,21.375,6.859,1.171,0.286,0.333,0.0,1.004,0.836,0.438,8.03,1,0,0,5.978
0,Michele Castagnetti,29,2019-2020,25,0.676,0.152,0.253,0.152,62.798,0.776,2.174,0.86,46.616,3.792,0.101,0.303,0.0,142.0,1.163,0.657,0.615,0.571,0.152,0.455,1.871,0.519,1.365,0,1,0,19.778
0,Giuseppe Cuomo,21,2019-2020,21,0.677,0.051,0.0,0.051,63.848,0.835,0.102,0.255,52.243,0.817,0.0,0.051,0.0,75.108,0.919,0.562,0.636,0.683,0.306,0.817,2.758,0.701,3.933,0,0,1,19.578
0,Leonardo Candellone,21,2019-2020,31,0.816,0.116,0.116,0.116,14.602,0.633,1.105,0.407,15.619,1.978,0.0,0.175,0.0,19.647,9.017,0.873,0.467,0.714,0.058,0.465,1.047,0.252,7.388,1,0,0,17.189
0,Mattia Mustacchio,30,2019-2020,34,0.919,0.187,0.249,0.187,58.837,0.662,2.057,3.054,60.279,4.051,0.062,0.312,0.0,29.119,11.655,1.745,0.607,0.542,0.0,0.873,1.434,0.378,2.306,0,0,1,16.044
0,Andrea Luci,34,2019-2020,32,0.889,0.0,0.035,0.0,55.146,0.783,1.013,0.838,40.177,2.689,0.0,0.105,0.035,63.5,1.153,0.838,0.833,0.682,0.419,1.013,0.978,0.491,1.851,0,1,0,28.633
0,Cristiano Del Grosso,36,2019-2020,14,0.412,0.0,0.0,0.0,61.264,0.76,1.043,1.138,61.444,1.897,0.0,0.0,0.0,56.333,3.224,0.19,0.5,0.556,0.285,0.379,2.466,0.417,1.138,0,0,1,10.544
0,Marco Carraro,21,2019-2020,34,0.944,0.0,0.035,0.0,51.424,0.825,0.489,0.175,52.354,1.292,0.0,0.14,0.0,101.409,0.349,0.593,0.765,0.659,0.524,0.768,1.641,0.571,2.933,0,1,0,28.644
0,Daniel Ciofani,34,2019-2020,36,0.947,0.178,0.036,0.178,19.612,0.609,1.07,0.321,22.4,2.104,0.036,0.071,0.0,33.2,5.313,0.392,0.273,0.9,0.143,0.357,1.533,0.507,7.809,1,0,0,28.044
0,Hans Nicolussi Caviglia,19,2019-2020,27,0.771,0.048,0.24,0.048,38.365,0.744,1.49,0.769,31.032,3.654,0.0,0.433,0.048,48.222,3.462,2.452,0.451,0.48,0.144,0.721,0.529,0.526,1.827,0,1,0,20.8
0,Samuel Gustafson,24,2019-2020,19,0.704,0.0,0.131,0.0,46.968,0.778,1.312,0.787,34.023,3.083,0.0,0.197,0.0,56.074,1.378,0.459,0.714,0.5,0.131,0.853,1.443,0.462,2.558,0,1,0,15.244
0,Karamoko Cissé,30,2019-2020,18,0.818,0.389,0.0,0.389,17.903,0.707,0.584,1.168,21.815,2.822,0.0,0.389,0.0,33.0,5.059,1.557,0.688,0.857,0.0,0.778,0.681,0.391,6.227,1,0,0,10.278
0,Matteo Bianchetti,26,2019-2020,34,0.895,0.03,0.091,0.03,48.153,0.773,0.483,0.543,79.597,1.297,0.06,0.211,0.03,116.167,0.905,0.362,0.667,0.773,0.694,0.905,4.133,0.742,3.621,0,0,1,33.144
0,Mirko Drudi,32,2019-2020,28,0.778,0.0,0.042,0.0,58.233,0.836,0.127,0.042,144.855,0.551,0.0,0.085,0.0,312.333,0.085,0.424,0.8,0.821,0.636,0.297,3.69,0.628,3.987,0,0,1,23.578
0,Manuel Iori,37,2019-2020,30,0.833,0.294,0.073,0.037,60.612,0.781,1.249,1.249,37.519,2.461,0.0,0.22,0.0,61.161,1.359,0.331,0.889,0.676,0.294,0.588,1.433,0.589,2.682,0,1,0,27.222
0,Andrea Tabanelli,29,2019-2020,7,0.778,0.0,0.0,0.0,27.383,0.793,0.548,0.548,25.115,2.738,0.183,0.183,0.0,35.0,4.929,1.643,0.778,0.727,0.183,1.278,1.643,0.65,3.651,0,1,0,5.478
0,Marcus Rohdén,28,2019-2020,25,0.862,0.095,0.143,0.095,34.469,0.767,1.521,1.474,26.853,3.233,0.048,0.475,0.048,25.316,6.228,1.189,0.56,0.617,0.285,0.856,1.284,0.472,2.52,0,1,0,21.033
0,Francesco Di Tacchio,29,2019-2020,31,0.912,0.113,0.038,0.038,37.465,0.817,0.491,0.491,39.63,1.662,0.076,0.151,0.0,95.25,0.755,0.718,0.579,0.714,0.415,1.057,1.284,0.52,4.645,0,1,0,26.478
0,Alessio da Cruz,22,2019-2020,15,1.0,0.385,0.385,0.308,29.154,0.773,2.077,1.231,16.24,3.846,0.0,0.538,0.077,22.57,7.923,5.615,0.603,0.667,0.077,0.462,0.077,0.273,1.692,1,1,0,13.0
0,Fausto Grillo,26,2019-2020,23,1.0,0.05,0.0,0.05,39.983,0.57,0.552,0.702,53.247,1.906,0.1,0.251,0.0,36.324,2.057,2.408,0.521,0.691,0.351,1.756,2.408,0.703,3.712,0,0,1,19.933
0,Alessandro Coppola,19,2019-2020,6,0.5,0.198,0.0,0.198,35.881,0.812,0.396,0.198,190.571,0.793,0.0,0.0,0.0,288.0,0.0,0.396,0.5,0.25,1.982,0.793,6.145,0.647,3.37,0,0,1,5.044
0,Michele Rigione,28,2019-2020,17,0.459,0.176,0.0,0.176,51.353,0.841,0.176,0.118,204.75,0.765,0.0,0.059,0.0,680.0,0.353,0.235,0.5,0.565,0.882,0.118,3.765,0.628,5.059,0,0,1,17.0
0,Michele Cavion,24,2019-2020,34,0.919,0.063,0.094,0.063,39.707,0.734,0.942,1.037,32.759,2.45,0.063,0.251,0.0,39.857,4.115,1.759,0.714,0.564,0.157,0.691,0.942,0.333,1.885,0,1,0,31.833
0,Amedeo Benedetti,27,2019-2020,27,0.75,0.038,0.154,0.038,79.292,0.691,2.38,2.725,69.167,4.03,0.077,0.269,0.0,36.253,5.181,0.652,0.412,0.781,0.077,0.921,2.456,0.333,0.806,0,0,1,26.056
0,Giuseppe Panico,22,2019-2020,23,0.719,0.434,0.109,0.434,23.667,0.697,0.869,0.76,21.96,3.148,0.0,0.109,0.0,31.611,6.622,1.846,0.588,0.6,0.0,0.977,0.217,0.161,3.366,1,1,0,9.211
0,Andrea Schenetti,28,2019-2020,34,1.0,0.154,0.092,0.123,31.6,0.747,1.415,1.169,25.068,3.846,0.031,0.154,0.0,33.951,6.892,1.938,0.683,0.714,0.092,0.462,0.523,0.179,1.2,0,1,0,32.5
0,Lorenzo Gonnelli,26,2019-2020,13,0.65,0.0,0.0,0.0,46.916,0.822,0.511,0.17,132.63,0.511,0.0,0.0,0.0,108.778,0.511,0.17,1.0,0.667,0.681,0.766,3.746,0.587,3.917,0,0,1,11.744
0,Davide Marsura,25,2019-2020,23,0.92,0.207,0.104,0.207,42.722,0.727,2.071,2.02,30.081,5.023,0.0,0.362,0.0,26.04,12.221,5.178,0.6,0.5,0.0,0.259,0.259,0.542,1.243,1,1,0,19.311
0,Giovanni Di Noia,25,2019-2020,15,0.833,0.242,0.0,0.242,47.477,0.771,0.362,0.362,33.923,1.45,0.0,0.242,0.0,68.0,2.054,0.604,0.6,0.778,0.121,1.087,1.57,0.483,3.503,0,1,1,8.278
0,Pasquale Schiattarella,32,2019-2020,26,0.929,0.0,0.084,0.0,61.65,0.851,1.594,1.258,45.841,3.858,0.168,0.252,0.0,54.34,1.174,0.755,0.722,0.655,0.252,0.545,1.007,0.417,1.007,0,1,0,23.844
0,Marco Moscati,26,2019-2020,19,1.0,0.112,0.056,0.112,52.164,0.745,1.063,0.896,45.293,3.022,0.056,0.224,0.0,39.718,2.854,0.896,0.5,0.692,0.392,1.007,1.511,0.484,1.735,0,1,1,17.867
0,Christian Kouan,20,2019-2020,16,0.615,0.109,0.0,0.109,37.391,0.788,1.522,0.761,34.4,2.826,0.0,0.326,0.0,60.0,3.261,1.304,1.0,0.789,0.543,0.978,0.761,0.333,4.239,0,1,0,9.2
0,Boštjan Cesar,37,2019-2020,21,0.875,0.0,0.048,0.0,44.143,0.836,0.095,0.048,133.159,0.524,0.0,0.048,0.0,227.0,0.095,0.095,1.0,0.607,0.762,0.524,3.905,0.542,3.429,0,0,1,21.0
0,Luca Vignali,23,2019-2020,22,0.579,0.0,0.0,0.0,65.576,0.8,0.785,1.178,68.286,1.649,0.079,0.079,0.0,53.182,2.67,1.178,0.4,0.75,0.393,0.236,2.827,0.636,2.592,0,0,1,12.733
0,Andrea La Mantia,28,2019-2020,12,0.857,0.335,0.0,0.335,23.128,0.609,1.173,0.335,23.875,2.011,0.0,0.0,0.0,0.0,6.201,0.168,1.0,0.0,0.0,0.335,2.346,0.654,8.715,1,0,0,5.967
0,Gianmarco Ingrosso,30,2019-2020,16,0.552,0.0,0.0,0.0,45.964,0.776,0.0,0.107,109.08,0.321,0.0,0.0,0.0,0.0,0.0,0.536,0.6,0.722,0.321,0.429,3.643,0.595,3.964,0,0,1,9.333
0,Gabriele Moncini,23,2019-2020,19,1.0,0.347,0.26,0.347,16.387,0.619,1.214,0.26,30.3,2.168,0.0,0.347,0.0,28.25,4.249,0.78,0.556,0.5,0.087,0.347,0.694,0.519,6.85,1,0,0,11.533
0,Murilo Otávio Mendes,24,2019-2020,24,0.727,0.214,0.071,0.143,25.449,0.761,0.858,0.643,20.441,2.288,0.0,0.143,0.0,26.371,6.219,1.573,0.364,0.591,0.071,0.715,0.429,0.286,5.504,1,1,0,13.989
0,Adriano Mezavilla,36,2019-2020,10,0.345,0.128,0.0,0.128,50.713,0.853,0.385,0.128,157.938,1.027,0.128,0.0,0.0,123.167,0.385,0.514,0.25,0.875,0.514,0.0,3.98,0.667,3.466,0,0,1,7.789
0,Luca Crecco,23,2019-2020,22,0.786,0.072,0.072,0.072,39.187,0.749,0.646,0.646,73.793,1.292,0.0,0.215,0.072,34.864,3.373,1.22,0.353,0.75,0.287,0.646,2.01,0.4,2.153,0,1,1,13.933
0,Mamadou Coulibaly,20,2019-2020,19,0.76,0.161,0.08,0.161,43.312,0.735,1.929,1.527,27.431,3.696,0.241,0.161,0.0,52.471,5.384,2.089,0.654,0.781,0.0,1.688,0.482,0.533,3.616,0,1,0,12.444
0,Luka Bogdan,23,2019-2020,30,0.968,0.036,0.0,0.036,44.243,0.763,0.144,0.144,96.468,0.468,0.0,0.0,0.0,164.2,0.288,0.144,0.75,0.676,1.333,0.865,5.332,0.618,6.413,0,0,1,27.756
0,Marco Varnier,21,2019-2020,9,0.6,0.0,0.0,0.0,52.855,0.818,0.244,0.0,191.0,0.365,0.0,0.0,0.0,279.75,0.122,0.365,0.333,0.571,0.731,0.609,4.993,0.673,6.333,0,0,1,8.211
0,Alessandro Rossi,22,2019-2020,22,0.629,0.155,0.155,0.155,14.691,0.495,0.619,0.309,21.857,1.237,0.155,0.619,0.0,30.833,4.33,1.701,0.636,0.9,0.309,0.619,0.619,0.352,8.351,1,1,0,6.467
0,Gennaro Scognamiglio,32,2019-2020,30,0.857,0.0,0.0,0.0,53.706,0.838,0.171,0.068,116.379,0.582,0.0,0.0,0.0,217.364,0.205,0.068,1.0,0.724,0.41,0.376,4.652,0.752,3.865,0,0,1,29.233
0,Sofian Kiyine,21,2019-2020,34,0.971,0.35,0.07,0.105,47.308,0.747,1.469,1.259,38.082,3.601,0.035,0.455,0.035,41.765,5.105,4.406,0.659,0.717,0.14,0.664,0.804,0.297,1.294,0,1,1,28.6
0,Simone Branca,27,2019-2020,32,0.97,0.0,0.105,0.0,54.901,0.761,1.641,1.572,34.384,3.772,0.07,0.21,0.0,41.192,4.505,0.838,0.667,0.723,0.14,2.061,0.943,0.469,2.829,0,1,0,28.633
0,Dimitris Nikolaou,20,2019-2020,15,0.395,0.0,0.0,0.0,63.919,0.899,0.331,0.0,88.772,0.828,0.083,0.0,0.0,137.929,0.083,0.083,0.0,0.818,0.662,0.166,3.809,0.5,3.643,0,0,1,12.078
0,Giacomo Ricci,22,2019-2020,22,0.733,0.0,0.057,0.0,56.66,0.677,1.189,0.679,57.515,3.113,0.113,0.34,0.0,39.685,3.453,2.434,0.442,0.702,0.34,1.528,2.547,0.351,2.094,0,0,1,17.667
0,Simone Palombi,23,2019-2020,32,0.842,0.34,0.057,0.34,24.581,0.737,1.02,0.623,32.571,2.322,0.0,0.17,0.0,27.761,7.93,1.982,0.371,0.6,0.0,0.34,0.566,0.267,2.549,1,1,0,17.656
0,Karim Laribi,28,2019-2020,13,0.722,0.0,0.0,0.0,50.508,0.721,1.525,1.356,27.857,4.407,0.0,0.0,0.0,38.0,7.288,3.22,0.737,0.571,0.169,0.339,0.169,0.111,1.525,0,1,0,5.9
0,Mirko Eramo,30,2019-2020,34,0.971,0.085,0.085,0.085,41.904,0.726,1.23,1.018,32.857,2.375,0.042,0.17,0.0,46.974,3.266,0.933,0.409,0.75,0.297,1.527,1.272,0.596,4.623,0,1,0,23.578
0,Riccardo Maniero,31,2019-2020,30,0.811,0.35,0.117,0.175,23.374,0.661,0.933,0.466,22.9,2.332,0.0,0.291,0.0,32.667,5.596,0.816,0.429,0.75,0.117,0.583,1.108,0.478,7.811,1,0,0,17.156
0,Giacomo Calò,22,2019-2020,33,0.917,0.123,0.399,0.123,59.294,0.668,2.579,0.676,67.686,4.698,0.154,0.553,0.0,78.778,1.228,0.86,0.429,0.745,0.307,0.43,1.351,0.458,1.474,0,1,0,32.567
0,Francesco Lisi,29,2019-2020,34,0.944,0.122,0.183,0.122,43.061,0.695,1.496,1.466,62.008,3.268,0.0,0.336,0.061,26.396,6.322,2.504,0.451,0.485,0.153,0.366,1.405,0.491,1.68,0,0,1,32.744
0,Antonio Candela,19,2019-2020,7,0.368,0.0,0.0,0.0,52.444,0.805,0.667,0.889,46.385,1.333,0.0,0.0,0.0,44.231,4.444,1.778,0.5,0.545,0.0,0.0,2.889,0.333,1.333,0,0,1,4.5
0,Filippo Bandinelli,24,2019-2020,29,0.935,0.051,0.051,0.051,37.206,0.768,1.175,1.073,28.109,3.373,0.102,0.307,0.0,32.409,5.724,2.351,0.565,0.613,0.102,1.073,1.687,0.306,1.84,0,1,0,19.567
0,Freddie Veseli,26,2019-2020,18,0.947,0.0,0.058,0.0,71.988,0.848,0.808,0.808,63.811,2.482,0.0,0.115,0.0,68.774,3.175,0.52,0.444,0.682,0.404,0.346,1.905,0.19,1.212,0,0,1,17.322
0,Christian D'Urso,22,2019-2020,26,0.812,0.207,0.0,0.207,41.53,0.792,1.657,1.243,24.703,3.47,0.052,0.155,0.052,34.625,6.318,4.039,0.756,0.706,0.0,1.139,0.104,0.296,1.398,0,1,0,19.311
0,Matteo Di Gennaro,25,2019-2020,15,0.714,0.0,0.0,0.0,42.101,0.797,0.072,0.29,113.075,0.217,0.0,0.072,0.0,177.714,0.362,0.217,0.667,0.667,0.652,0.942,5.507,0.448,4.855,0,0,1,13.8
0,Liam Henderson,23,2019-2020,15,0.882,0.073,0.293,0.073,54.22,0.846,1.317,1.317,38.421,2.78,0.0,0.366,0.073,56.421,3.439,0.732,0.5,0.556,0.073,0.366,0.366,0.417,0.878,0,1,0,13.667
0,Leonardo Morosini,23,2019-2020,19,1.0,0.469,0.0,0.469,24.474,0.77,1.251,0.782,24.5,3.519,0.235,0.235,0.0,29.229,5.317,1.564,0.7,0.706,0.0,0.235,0.235,0.176,2.659,1,1,0,12.789
0,Matteo Ciofani,31,2019-2020,11,0.579,0.11,0.0,0.11,56.456,0.767,0.548,0.658,70.317,1.096,0.0,0.0,0.0,51.231,3.837,1.864,0.471,0.6,0.329,0.548,3.618,0.385,1.425,0,0,1,9.122
0,Alessandro Capello,23,2019-2020,38,1.0,0.227,0.162,0.227,36.971,0.732,1.457,1.23,26.264,3.626,0.097,0.356,0.032,29.772,7.964,2.363,0.466,0.647,0.097,0.874,0.68,0.275,2.946,1,1,0,30.889
0,Niccolò Giannetti,28,2019-2020,19,0.731,0.164,0.0,0.164,14.891,0.687,0.491,0.164,31.889,0.9,0.0,0.164,0.0,26.375,5.564,0.736,0.222,0.333,0.327,0.164,0.818,0.483,4.909,1,0,0,12.222
0,Michael Fabbro,23,2019-2020,20,0.571,0.103,0.103,0.103,15.12,0.721,1.234,0.309,34.0,2.16,0.103,0.206,0.0,18.875,6.274,1.029,0.4,0.875,0.0,0.411,0.617,0.263,3.909,1,0,0,9.722
0,Luca Mazzitelli,23,2019-2020,18,1.0,0.186,0.124,0.186,45.59,0.7,1.056,0.435,29.653,2.919,0.124,0.373,0.0,48.35,5.466,0.87,0.571,0.541,0.124,1.491,1.677,0.6,5.59,0,1,0,16.1
0,Leonardo Sernicola,22,2019-2020,19,0.528,0.064,0.064,0.064,36.297,0.68,1.032,0.645,68.178,2.385,0.0,0.129,0.0,39.7,3.288,1.483,0.652,0.571,0.258,0.903,2.708,0.558,2.772,0,0,1,15.511
0,Nicholas Allievi,27,2019-2020,13,0.5,0.0,0.0,0.0,55.239,0.768,0.086,0.086,83.918,0.43,0.0,0.0,0.0,93.5,0.516,0.258,0.333,0.667,0.43,0.344,2.323,0.622,3.184,0,0,1,11.622
0,Domenico Frare,23,2019-2020,23,0.767,0.0,0.0,0.0,41.695,0.814,0.05,0.199,103.49,0.398,0.0,0.099,0.0,210.167,0.248,0.149,0.667,0.724,0.696,0.348,3.777,0.667,3.429,0,0,1,20.122
0,Filip Đorđević,31,2019-2020,30,1.0,0.361,0.16,0.321,21.778,0.639,0.762,0.481,24.714,2.086,0.04,0.441,0.0,22.8,6.939,0.963,0.292,0.909,0.04,0.561,0.963,0.435,5.254,1,0,0,24.933
0,Jaime Báez,24,2019-2020,36,0.947,0.198,0.132,0.198,36.712,0.659,2.307,0.989,43.936,4.251,0.033,0.297,0.0,28.897,8.667,2.702,0.622,0.704,0.066,1.384,0.33,0.355,2.043,1,0,1,30.344
